33153	
	8.251157061e-34	-2.922324234e-34	-7.497321857e-35	-2.098088846e-34	-2.454360891e-34
	-3.032881363e-34	-3.512409005e-34	-3.982493596e-34	-4.422114245e-34	-4.839487912e-34
	-5.23468508e-34	-5.609703312e-34	-5.96581063e-34	-6.304290313e-34	-6.626267376e-34
	-6.932776017e-34	-7.224758659e-34	-7.503080359e-34	-7.768536789e-34	-8.021862101e-34
	-8.263735344e-34	-8.494786064e-34	-8.715599138e-34	-8.926718991e-34	-9.128653284e-34
	-9.321876176e-34	-9.506831197e-34	-9.683933811e-34	-9.853573697e-34	-1.00161168e-33
	-1.017190715e-33	-1.032126855e-33	-1.046450605e-33	-1.06019073e-33	-1.07337438e-33
	-1.086027201e-33	-1.098173438e-33	-1.10983603e-33	-1.121036695e-33	-1.131796007e-33
	-1.142133472e-33	-1.152067594e-33	-1.161615937e-33	-1.17079518e-33	-1.179621173e-33
	-1.188108985e-33	-1.196272949e-33	-1.204126704e-33	-1.211683236e-33	-1.218954915e-33
	-1.225953526e-33	-1.232690306e-33	-1.239175968e-33	-1.245420734e-33	-1.251434361e-33
	-1.257226159e-33	-1.262805025e-33	-1.268179453e-33	-1.273357564e-33	-1.278347119e-33
	-1.28315554e-33	-1.287789925e-33	-1.292257064e-33	-1.296563458e-33	-1.300715327e-33
	-1.304718628e-33	-1.308579066e-33	-1.312302105e-33	-1.315892983e-33	-1.319356716e-33
	-1.322698116e-33	-1.325921795e-33	-1.329032176e-33	-1.332033501e-33	-1.334929842e-33
	-1.337725103e-33	-1.340423034e-33	-1.343027232e-33	-1.345541152e-33	-1.347968111e-33
	-1.350311296e-33	-1.352573766e-33	-1.354758463e-33	-1.356868211e-33	-1.358905725e-33
	-1.360873614e-33	-1.362774389e-33	-1.36461046e-33	-1.366384148e-33	-1.368097682e-33
	-1.369753209e-33	-1.371352792e-33	-1.372898417e-33	-1.374391995e-33	-1.375835364e-33
	-1.377230295e-33	-1.37857849e-33	-1.379881591e-33	-1.381141175e-33	-1.382358764e-33
	-1.383535821e-33	-1.384673757e-33	-1.385773929e-33	-1.386837647e-33	-1.387866172e-33
	-1.388860717e-33	-1.389822453e-33	-1.390752508e-33	-1.391651969e-33	-1.392521884e-33
	-1.393363263e-33	-1.394177081e-33	-1.394964274e-33	-1.39572575e-33	-1.396462381e-33
	-1.397175008e-33	-1.397864444e-33	-1.398531473e-33	-1.399176848e-33	-1.399801299e-33
	-1.40040553e-33	-1.400990217e-33	-1.401556017e-33	-1.402103561e-33	-1.402633457e-33
	-1.403146295e-33	-1.403642642e-33	-1.404123045e-33	-1.404588035e-33	-1.405038121e-33
	-1.405473796e-33	-1.405895537e-33	-1.406303802e-33	-1.406699036e-33	-1.407081666e-33
	-1.407452106e-33	-1.407810755e-33	-1.408157999e-33	-1.40849421e-33	-1.408819748e-33
	-1.409134959e-33	-1.409440179e-33	-1.409735732e-33	-1.41002193e-33	-1.410299074e-33
	-1.410567457e-33	-1.410827359e-33	-1.411079051e-33	-1.411322795e-33	-1.411558845e-33
	-1.411787444e-33	-1.412008826e-33	-1.412223219e-33	-1.41243084e-33	-1.412631901e-33
	-1.412826604e-33	-1.413015143e-33	-1.413197706e-33	-1.413374472e-33	-1.413545616e-33
	-1.413711301e-33	-1.413871687e-33	-1.414026924e-33	-1.414177156e-33	-1.414322522e-33
	-1.41446315e-33	-1.414599164e-33	-1.414730679e-33	-1.414857802e-33	-1.414980635e-33
	-1.415099268e-33	-1.415213788e-33	-1.415324268e-33	-1.415430776e-33	-1.415533367e-33
